pageref,Path,Domain,Method,Status,Type,mimetype,Timestamp,Time,Time-formatted,Size,Size-formatted,IsCached,Age,Age-formatted,DNS,DNS-formatted,Connect,Connect-formatted,SSL,SSL-formatted,Send,Send-formatted,Wait,Wait-formatted,Receive,Receive-formatted
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:23.848","127","126 ms","0","0 B","","","","","","","","","","0.69","0 ms","116.91","116 ms","5.02","5 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:23.975","109","109 ms","65636","64.1 KB","true","321972","5 min 21 s","","","","","","","1.58","1 ms","66.68","66 ms","24.01","24 ms"
"page_1","/data/team/atul-pawar.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:24.301","43","43 ms","0","0 B","true","430","430 ms","","","","","","","1.92","1 ms","29.21","29 ms","3.34","3 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:24.429","134","133 ms","0","0 B","","","","","","","","","","1.04","1 ms","45.78","45 ms","2.04","2 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:24.563","81","81 ms","152532","149.0 KB","true","430","430 ms","","","","","","","3.15","3 ms","37.09","37 ms","37.64","37 ms"
"page_1","/data/team/christy-moccia.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:29.556","95","94 ms","0","0 B","true","432","432 ms","","","","","","","1.28","1 ms","50.91","50 ms","1.73","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:29.686","106","105 ms","0","0 B","","","","","","","","","","7.38","7 ms","28.75","28 ms","5.56","5 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:29.793","140","139 ms","165540","161.7 KB","true","432","432 ms","","","","","","","2.51","2 ms","83.26","83 ms","36.74","36 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:30.528","43","43 ms","0","0 B","","","","","","","","","","0.73","0 ms","37.96","37 ms","1.78","1 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/216843c685f4ae195679b14a15f295751fed94fa-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:30.571","86","86 ms","247388","241.6 KB","true","106","106 ms","","","","","","","1.15","1 ms","29.98","29 ms","52.67","52 ms"
"page_1","/data/team/jon-daplyn.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:33.735","45","45 ms","0","0 B","true","321960","5 min 21 s","","","","","","","0.63","0 ms","39.00","39 ms","1.49","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:33.807","57","57 ms","0","0 B","","","","","","","","","","0.72","0 ms","43.14","43 ms","1.69","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:33.865","118","117 ms","165456","161.6 KB","true","433","433 ms","","","","","","","0.94","0 ms","50.32","50 ms","55.03","55 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:35.066","33","33 ms","0","0 B","","","","","","","","","","1.77","1 ms","25.89","25 ms","1.27","1 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/b4d0da5b5736273561ff4f1a471e427a85ab3792-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:35.099","110","109 ms","261764","255.6 KB","true","110","110 ms","","","","","","","0.68","0 ms","44.15","44 ms","61.50","61 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:35.614","52","52 ms","0","0 B","","","","","","","","","","1.36","1 ms","43.53","43 ms","2.72","2 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:35.666","134","134 ms","273822","267.4 KB","true","321961","5 min 21 s","","","","","","","7.55","7 ms","50.34","50 ms","72.85","72 ms"
"page_1","/data/team/chris-smith.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:38.044","40","39 ms","0","0 B","true","246141","4 min 06 s","","","","","","","0.70","0 ms","33.07","33 ms","2.19","2 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/01e59cde84308d51f20e1cd229f1e893007ecc81-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:38.115","79","78 ms","0","0 B","","","","","","","","","","0.66","0 ms","29.12","29 ms","9.02","9 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/01e59cde84308d51f20e1cd229f1e893007ecc81-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:38.194","252","252 ms","73512","71.8 KB","true","434","434 ms","","","","","","","0.72","0 ms","141.68","141 ms","37.97","37 ms"
"page_1","/about/team/ashley-desimone/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:43.643","70","70 ms","0","0 B","true","332048","5 min 32 s","","","","","","","1.22","1 ms","51.43","51 ms","11.61","11 ms"
"page_1","/about/team/sean-hendelman/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:43.801","95","94 ms","0","0 B","true","332049","5 min 32 s","","","","","","","1.54","1 ms","37.60","37 ms","26.57","26 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:45.848","30","30 ms","0","0 B","","","","","","","","","","0.76","0 ms","24.35","24 ms","1.42","1 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/690e31b1415d2a07e4f7883ecc7db8e61c97bf9d-1532x1760.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:53:45.878","55","54 ms","0","0 B","","","","","","","","","","0.64","0 ms","44.64","44 ms","7.38","7 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:47.215","44","43 ms","0","0 B","","","","","","","","","","2.09","2 ms","31.54","31 ms","3.28","3 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:47.259","54","54 ms","54366","53.1 KB","true","321995","5 min 21 s","","","","","","","0.51","0 ms","30.34","30 ms","21.40","21 ms"
"page_1","/data/team/tania-zivkovic.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:50.125","41","40 ms","0","0 B","true","246236","4 min 06 s","","","","","","","0.65","0 ms","33.40","33 ms","3.95","3 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:50.197","95","95 ms","0","0 B","","","","","","","","","","0.74","0 ms","41.32","41 ms","2.78","2 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:50.292","70","69 ms","117030","114.3 KB","true","125","125 ms","","","","","","","1.27","1 ms","30.70","30 ms","34.28","34 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:52.612","33","33 ms","0","0 B","","","","","","","","","","1.25","1 ms","26.83","26 ms","1.22","1 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/344e7b3b9354d47a7f0e65e88198074a03f45109-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:52.645","267","267 ms","187270","182.9 KB","true","246239","4 min 06 s","","","","","","","0.73","0 ms","212.16","212 ms","52.28","52 ms"
"page_1","/data/team/steve-bisgay.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:53:55.101","261","260 ms","0","0 B","true","0","0 ms","","","","","","","2.43","2 ms","237.55","237 ms","11.83","11 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:55.433","72","71 ms","0","0 B","","","","","","","","","","8.88","8 ms","27.46","27 ms","1.50","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:55.505","122","122 ms","100582","98.2 KB","true","130","130 ms","","","","","","","0.73","0 ms","31.10","31 ms","81.53","81 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:56.331","30","29 ms","0","0 B","","","","","","","","","","0.84","0 ms","24.55","24 ms","1.27","1 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:56.361","69","68 ms","45974","44.9 KB","true","322004","5 min 22 s","","","","","","","0.68","0 ms","39.82","39 ms","25.77","25 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:58.074","37","36 ms","0","0 B","","","","","","","","","","1.46","1 ms","28.98","28 ms","1.75","1 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:58.111","107","106 ms","162860","159.0 KB","true","133","133 ms","","","","","","","0.88","0 ms","38.36","38 ms","65.20","65 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:53:59.939","32","31 ms","0","0 B","","","","","","","","","","0.76","0 ms","24.72","24 ms","1.33","1 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:53:59.971","79","79 ms","79924","78.1 KB","true","322008","5 min 22 s","","","","","","","0.94","0 ms","32.71","32 ms","39.62","39 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/1c2fe26dcb242b4e0fc1d25de77d440ea0781403-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:54:00.994","30","30 ms","0","0 B","","","","","","","","","","0.74","0 ms","23.51","23 ms","2.67","2 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/1c2fe26dcb242b4e0fc1d25de77d440ea0781403-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:54:01.024","108","107 ms","34518","33.7 KB","true","322009","5 min 22 s","","","","","","","0.73","0 ms","98.35","98 ms","6.31","6 ms"
"page_1","/data/team/ashley-desimone.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:14.785","50","50 ms","0","0 B","true","246200","4 min 06 s","","","","","","","2.01","2 ms","41.48","41 ms","2.16","2 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:54:14.865","88","87 ms","0","0 B","","","","","","","","","","1.72","1 ms","31.07","31 ms","1.99","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:54:14.953","96","95 ms","134528","131.4 KB","true","149","149 ms","","","","","","","0.85","0 ms","41.50","41 ms","48.94","48 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:54:17.341","30","30 ms","0","0 B","","","","","","","","","","0.69","0 ms","23.43","23 ms","1.56","1 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/d510a7d121e722392f13f46fea7b4a5cbd4a8c81-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:54:17.372","105","104 ms","179602","175.4 KB","true","246202","4 min 06 s","","","","","","","0.68","0 ms","40.39","40 ms","59.75","59 ms"
"page_1","/data/team/sean-hendelman.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:19.411","57","56 ms","0","0 B","true","278343","4 min 38 s","","","","","","","0.70","0 ms","50.17","50 ms","1.74","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https://cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:54:19.495","36","36 ms","0","0 B","","","","","","","","","","0.68","0 ms","27.38","27 ms","1.10","1 ms"
"page_1","/_ipx/f_webp&s_1200x1379/https:/cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:54:19.531","86","86 ms","186498","182.1 KB","true","4781","4.78 s","","","","","","","0.57","0 ms","40.43","40 ms","43.45","43 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:54:20.236","30","29 ms","0","0 B","","","","","","","","","","0.98","0 ms","23.35","23 ms","1.29","1 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:54:20.266","69","68 ms","87832","85.8 KB","true","322028","5 min 22 s","","","","","","","0.76","0 ms","36.13","36 ms","30.00","29 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https://cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:54:20.272","30","29 ms","0","0 B","","","","","","","","","","0.76","0 ms","25.24","25 ms","1.15","1 ms"
"page_1","/_ipx/f_webp&s_2400x2758/https:/cdn.sanity.io/images/40fnhjbe/production/87a67740de69455099b01e41ee53392bf54cb8d7-1532x1760.jpg","www.clearstreet.io","GET","200","Img","image/jpeg","2025-01-27 10:54:20.302","100","100 ms","278528","272.0 KB","true","278344","4 min 38 s","","","","","","","2.23","2 ms","72.83","72 ms","22.48","22 ms"
"page_1","/_nuxt/B-LYnLO5.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:54:26.712","115","114 ms","655","655.0 B","true","332091","5 min 32 s","","","","","","","7.12","7 ms","65.46","65 ms","17.90","17 ms"
"page_1","/_nuxt/_XVwCAvp.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:54:26.715","115","115 ms","972","972.0 B","true","332091","5 min 32 s","","","","","","","2.78","2 ms","70.77","70 ms","15.11","15 ms"
"page_1","/_nuxt/Article.CvUHrY2g.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:54:26.717","130","130 ms","61","61.0 B","true","332091","5 min 32 s","","","","","","","2.27","2 ms","72.95","72 ms","27.77","27 ms"
"page_1","/news/press-releases/clear-street-launches-equity-research-group/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:26.725","121","120 ms","0","0 B","true","332091","5 min 32 s","","","","","","","1.50","1 ms","71.55","71 ms","27.17","27 ms"
"page_1","/news/press-releases/clear-street-completes-purchase-of-fox-river-algorithmic-trading-business-from-instinet/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:26.727","111","110 ms","0","0 B","true","331100","5 min 31 s","","","","","","","0.57","0 ms","69.64","69 ms","20.93","20 ms"
"page_1","/news/press-releases/clear-street-launches-in-united-kingdom-following-fca-approval-joins-london-metal-exchange/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:27.195","59","59 ms","0","0 B","true","332092","5 min 32 s","","","","","","","4.75","4 ms","38.66","38 ms","6.58","6 ms"
"page_1","/_nuxt/Y3NeiRPU.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:54:27.362","77","76 ms","0","0 B","true","332092","5 min 32 s","","","","","","","3.67","3 ms","47.19","47 ms","7.35","7 ms"
"page_1","/_nuxt/index.BXLX9fxH.css","www.clearstreet.io","GET","200","CSS","text/css","2025-01-27 10:54:27.364","72","71 ms","64","64.0 B","true","332092","5 min 32 s","","","","","","","2.66","2 ms","45.22","45 ms","6.77","6 ms"
"page_1","/news/blog/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:27.367","80","79 ms","0","0 B","true","332092","5 min 32 s","","","","","","","0.88","0 ms","55.41","55 ms","7.77","7 ms"
"page_1","/news/press-releases/clear-street-promotes-technology-client-service-with-executive-organizational-changes/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:27.633","95","94 ms","0","0 B","true","332092","5 min 32 s","","","","","","","3.11","3 ms","46.59","46 ms","13.45","13 ms"
"page_1","/news/press-releases/clear-street-wins-top-technology-client-service-awards-at-2024-global-custodian-industry-leaders-event/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:27.635","88","87 ms","0","0 B","true","332092","5 min 32 s","","","","","","","2.18","2 ms","43.75","43 ms","11.89","11 ms"
"page_1","/news/press-releases/clear-street-launches-healthcare-biotechnology-equity-research/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:27.637","81","80 ms","0","0 B","true","332092","5 min 32 s","","","","","","","1.45","1 ms","41.35","41 ms","9.15","9 ms"
"page_1","/news/press-releases/clear-street-launches-clearing-services-for-market-makers/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:30.416","61","61 ms","0","0 B","true","331029","5 min 31 s","","","","","","","2.21","2 ms","41.72","41 ms","7.89","7 ms"
"page_1","/news/press-releases/clear-street-launches-futures-clearing-services/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:30.417","62","62 ms","0","0 B","true","331029","5 min 31 s","","","","","","","1.52","1 ms","45.30","45 ms","6.49","6 ms"
"page_1","/_nuxt/Ber8qshN.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:54:30.943","40","39 ms","683","683.0 B","true","331030","5 min 31 s","","","","","","","12.54","12 ms","20.72","20 ms","1.18","1 ms"
"page_1","/news/press-releases/clear-street-introduces-corporate-access-capabilities/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:30.948","53","52 ms","0","0 B","true","331030","5 min 31 s","","","","","","","5.17","5 ms","24.77","24 ms","3.43","3 ms"
"page_1","/news/blog/organically-expanding-into-fixed-income/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:30.950","69","69 ms","0","0 B","true","331030","5 min 31 s","","","","","","","3.76","3 ms","42.62","42 ms","3.05","3 ms"
"page_1","/news/press-releases/clear-street-announces-expansion-into-futures-market/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:30.950","70","69 ms","0","0 B","true","331030","5 min 31 s","","","","","","","1.12","1 ms","43.60","43 ms","3.31","3 ms"
"page_1","/news/press-releases/clear-street-to-launch-investment-banking-business-strategic-advisory-services/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:32.857","92","91 ms","0","0 B","true","331027","5 min 31 s","","","","","","","8.84","8 ms","34.62","34 ms","16.35","16 ms"
"page_1","/news/blog/building-a-modern-securities-finance-technology-stack/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:32.858","95","95 ms","0","0 B","true","331027","5 min 31 s","","","","","","","8.00","8 ms","47.87","47 ms","8.14","8 ms"
"page_1","/news/press-releases/clear-street-closes-165-million-series-b-funding-round/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:32.859","92","92 ms","0","0 B","true","331026","5 min 31 s","","","","","","","7.10","7 ms","37.06","37 ms","16.96","16 ms"
"page_1","/news/blog/one-platform-two-years-1-billion-per-day/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:32.860","106","105 ms","0","0 B","true","331000","5 min 31 s","","","","","","","6.48","6 ms","63.70","63 ms","4.53","4 ms"
"page_1","/news/blog/a-major-milestone/_payload.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:34.217","42","41 ms","0","0 B","true","267354","4 min 27 s","","","","","","","0.72","0 ms","31.44","31 ms","4.29","4 ms"
"page_1","/_ipx/f_webp&s_800x920/https://cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:54:39.781","34","33 ms","0","0 B","","","","","","","","","","3.65","3 ms","23.07","23 ms","1.55","1 ms"
"page_1","/_ipx/f_webp&s_800x920/https:/cdn.sanity.io/images/40fnhjbe/production/08b3e0e1f7a430caed668756b673099f4ff124f0-1532x1760.jpg","www.clearstreet.io","GET","304","Img","image/jpeg","2025-01-27 10:54:39.815","49","49 ms","0","0 B","","","","","","","","","","0.79","0 ms","42.52","42 ms","3.01","3 ms"
"page_1","/data/pressReleases/clear-street-promotes-technology-client-service-with-executive-organizational-changes.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:39.878","57","57 ms","0","0 B","true","482","482 ms","","","","","","","0.80","0 ms","44.86","44 ms","5.00","4 ms"
"page_1","/data/pressReleases/clear-street-wins-top-technology-client-service-awards-at-2024-global-custodian-industry-leaders-event.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:49.045","64","64 ms","0","0 B","true","487","487 ms","","","","","","","0.81","0 ms","37.18","37 ms","6.26","6 ms"
"page_1","/data/pressReleases/clear-street-launches-healthcare-biotechnology-equity-research.json","www.clearstreet.io","GET","200","Fetch/XHR","application/json","2025-01-27 10:54:54.839","73","72 ms","0","0 B","true","314797","5 min 14 s","","","","","","","0.94","0 ms","61.13","61 ms","2.37","2 ms"
"page_1","/_ipx/f_webp&s_6796x3822/https://cdn.sanity.io/images/40fnhjbe/production/6837cd10ebc34760bcf9d8f611a6b7a395630763-1988x1118.png","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:55:07.934","151","150 ms","0","0 B","","","","","","","","","","40.00","39 ms","33.35","33 ms","17.51","17 ms"
"page_1","/_nuxt/DTdscHDT.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:55:07.935","114","114 ms","0","0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","97.93","97 ms","8.33","8 ms"
"page_1","/_nuxt/BWWwsN4f.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:55:07.937","114","113 ms","0","0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","97.98","97 ms","8.64","8 ms"
"page_1","/_nuxt/DD65fGtu.js","www.clearstreet.io","GET","200","JS","application/javascript","2025-01-27 10:55:07.939","113","113 ms","683","683.0 B","true","334926","5 min 34 s","","","","","","","0.00","0 ms","98.49","98 ms","8.37","8 ms"
"page_1","/_ipx/f_webp&s_1200x1551/https://cdn.sanity.io/images/40fnhjbe/production/605f166f67bbe4b35dcfdb7502635f726505c71f-664x858.jpg","www.clearstreet.io","GET","308","Other","text/plain","2025-01-27 10:55:07.940","151","151 ms","0","0 B","","","","","","","","","","36.64","36 ms","44.43","44 ms","13.30","13 ms"
